cat,mloc,LAB_L,LAB_A,LAB_B,hue,saturation,lightness
4788uu,dmax,23.93,0.15,1.8,36.38125609870304,0.036547996456037,0.2207669406310422
4788uu,dmin,93.72,-0.6,8.39,43.21625984758703,0.4743816907192333,0.9091856517732592
5505a,dmax,6.98,0.99,1.66,23.07298169701028,0.1146541290384228,0.0841656837229219
5505a,dmin,92.84,0.63,4.05,33.721095169178966,0.2833672871981366,0.913516560480471
5505b,dmax,15.88,0.76,3.89,33.24986475635143,0.1147117599736087,0.150913104839148
5505b,dmin,92.79,0.48,3.4,34.151235111182245,0.2367309280264074,0.9137154503507257
5505c,dmax,12.63,0.56,1.93,29.79272448066655,0.0705960517116563,0.1272301640278539
5505c,dmin,91.32,0.41,7.13,37.60075246199483,0.3605775062641169,0.8891372886536905
5505d,dmax,14.96,0.63,4.62,35.53812162995615,0.1379334615529236,0.1417487012818155
5505d,dmin,90.74,-0.7,14.16,42.84179000334154,0.5272054456642152,0.8626242451224329
5505e,dmax,26.31,0.45,0.71,21.111922860581785,0.0182471168134441,0.2443450577254886
5505e,dmin,92.17,0.23,9.2,39.09991832300278,0.4717431199559952,0.8933606586251099
5505f,dmax,25.97,0.39,0.83,24.674266503877902,0.0198351012233065,0.2409606093390752
5505f,dmin,91.12,-0.2,14.64,41.295467001695215,0.5801563585831276,0.8676281022653018
5505g,dmax,12.53,1.03,2.35,25.94864268276757,0.092814388502738,0.1270528720706894
5505g,dmin,91.2,0.88,6.68,34.809610633630655,0.3597484720310939,0.8906134800689491
5505h,dmax,14.44,0.5,5.55,37.57271963464001,0.1663616659209774,0.1355042703063031
5505h,dmin,90.36,-0.49,13.32,42.18678889127449,0.4955460012552361,0.8611627411147683
5505i,dmax,12.93,0.57,6.2,37.8256999741896,0.2020701917639557,0.1223352779001866
5505i,dmin,89.06,0.46,19.67,40.2706182809215,0.6320663025149266,0.8352223518432094
5505j,dmax,13.75,0.78,0.89,16.84425086594655,0.0409815132382887,0.1384841288335347
5505j,dmin,91.67,0.58,7.78,37.00883412513281,0.4092474438221007,0.8922829906993495
5505k,dmax,17.97,0.54,2.82,32.99164666888521,0.075900987966627,0.1694242374246313
5505k,dmin,90.98,1.0,7.09,34.525202774787374,0.3736562554815432,0.887745539641108
5505l,dmax,16.06,0.54,1.6,28.29281184818018,0.0508798433773571,0.1555666969021225
5505l,dmin,92.57,0.6,3.81,33.63353313945714,0.2590377942986296,0.9108818458876784
5505m,dmax,14.75,1.38,4.49,30.010643841176773,0.1474473748905618,0.1423108521186937
5505m,dmin,93.58,0.81,2.42,28.11613016430954,0.2217362013815172,0.9259009065360564
5505n,dmax,22.04,0.43,3.4,35.279578465262944,0.0754728243871068,0.2025868538147893
5505n,dmin,91.26,0.9,5.4,33.482592038322764,0.3082718000918284,0.8941053228179792
5505o,dmax,11.65,0.87,1.14,18.81799895182843,0.0555779442837243,0.1214950156739143
5505o,dmin,91.35,0.55,8.06,37.28057870623013,0.4054145850977825,0.8879917148712475
5505p,dmax,32.09,0.44,3.21,34.66887944411764,0.0531233085203096,0.2919330937471329
5505p,dmin,92.16,0.42,7.91,37.846134763255066,0.4286425921762148,0.8968322346230537
5505q,dmax,19.31,0.48,1.96,31.0271371091153,0.0516598802534889,0.1819174140495792
5505q,dmin,92.08,0.84,6.12,34.55610661015919,0.3685612450524298,0.9014677715340896
5505r,dmax,24.83,0.28,2.99,36.302229835879984,0.0592894369840875,0.2270094156135705
5505r,dmin,91.6,0.75,7.69,36.13973391882672,0.4109963657060797,0.8923634237517274
5505s,dmax,18.76,0.11,2.54,38.231331058690216,0.0606088622257199,0.1752472994068391
5505s,dmin,91.15,-0.44,14.6,42.01369324061483,0.5699130095837712,0.8671383053803261
5505t,dmax,26.37,0.41,2.72,34.168137411589896,0.0532387516563152,0.2413975867975637
5505t,dmin,91.93,0.76,5.54,34.502715072109766,0.331530250722965,0.900722078649673
5505u,dmax,17.75,0.86,1.24,20.071233593966213,0.0437987634403969,0.1710942466309906
5505u,dmin,91.84,-0.06,6.1,40.23092690332055,0.3130321206018666,0.8952921315406509
5505v,dmax,12.82,1.56,4.08,27.87953607623041,0.152959473298799,0.1278870202603189
5505v,dmin,91.43,0.11,4.13,38.51029704128007,0.2188984415894327,0.8955514860536713
5505w,dmax,21.05,0.6,3.67,34.08918483047404,0.0862009885141597,0.194148207875525
5505w,dmin,90.95,0.54,4.12,34.58076212120136,0.2260241713303912,0.8919339206752289
5505x,dmax,16.58,0.72,-2.01,238.47265587179345,0.0371258638758279,0.1657172309893947
5505x,dmin,92.91,1.2,0.4,359.46603931964864,0.0919759315447542,0.9240055290767816
2609a,dmax,6.48,0.76,1.3,23.09724843798955,0.098185986454925,0.0799238082533494
2609a,dmin,92.25,0.83,2.5,28.19908342285817,0.1896153375087184,0.9109362823682648
2609b,dmax,11.21,0.95,3.83,31.744932260645896,0.1476504536512053,0.1138694800638158
2609b,dmin,91.62,0.55,3.26,33.205596806140136,0.2012983011270537,0.9012232390165896
2609c,dmax,12.05,0.5,2.07,31.30895231292953,0.0760812781410676,0.1222107674295901
2609c,dmin,91.71,0.6,5.6,35.57900685429303,0.3181720586327661,0.8975119270183882
2609d,dmax,16.12,0.45,6.3,38.43149681516024,0.1729779821056841,0.1477036189980644
2609d,dmin,91.83,-0.7,12.77,42.92687015607817,0.5360428628904358,0.8779246616755239
2609e,dmax,31.02,0.31,0.79,26.550260480237,0.015723110906634,0.2859446434933995
2609e,dmin,92.92,0.01,7.03,39.845653427515686,0.4035274107717759,0.905614000422542
2609f,dmax,24.88,0.38,0.33,12.912116485642343,0.0111542290031625,0.2321463576819534
2609f,dmin,91.26,-0.23,14.27,41.36205446429676,0.5751853904299258,0.8699318535125229
2609g,dmax,15.5,0.83,1.38,21.946063517405378,0.051403243636187,0.152141755327524
2609g,dmin,91.99,0.88,4.57,32.54425080854128,0.293468751327321,0.9039218614477352
2609h,dmax,15.04,0.33,4.83,38.13355979843561,0.1385146989140712,0.1412043972025962
2609h,dmin,92.49,-0.7,11.99,43.00065795637926,0.544346526255048,0.8870446705554779
2609i,dmax,12.88,0.66,6.69,37.74363371063697,0.2200088875950891,0.1212587862918447
2609i,dmin,89.75,0.48,19.27,40.15450498755939,0.656091295033286,0.8439041916573302
2609j,dmax,11.62,0.82,0.56,9.311947722284629,0.0361984833986547,0.1219908763725955
2609j,dmin,91.8,0.66,6.05,35.55273591667185,0.3447558062335098,0.89778925279709
2609k,dmax,13.63,0.75,3.69,33.01620005906369,0.1218102180497103,0.132902869438842
2609k,dmin,91.48,0.85,6.19,34.56408120477329,0.3481443274756159,0.8946693544307927
2609l,dmax,18.34,0.51,1.8,29.84890537234594,0.0504013816448615,0.1741086238898667
2609l,dmin,93.09,0.7,1.11,21.15346390622085,0.1145626354989944,0.922640674242283
2609m,dmax,14.81,1.1,3.28,28.86312572403267,0.1093019699739256,0.1441387038073309
2609m,dmin,93.31,1.06,0.83,11.405336733985678,0.1199042407622239,0.9271199360396024
2609n,dmax,23.31,0.4,2.57,34.0121756299709,0.0556165335918256,0.2148670668415369
2609n,dmin,91.11,0.95,3.81,30.6959523275965,0.2339859959067474,0.8959839259666802
2609o,dmax,9.58,1.25,1.25,15.02357753553406,0.0754417296678006,0.1060392139215146
2609o,dmin,90.71,0.73,6.37,35.392000287939936,0.3233041421465165,0.8852452369289384
2609p,dmax,31.11,0.55,0.74,19.041495544909537,0.0174894754558776,0.2876236538686898
2609p,dmin,93.2,0.38,6.05,37.27396255295247,0.3911005246866088,0.9123114215293722
2609q,dmax,15.63,0.6,1.54,26.89400174725972,0.0513365370940816,0.1522967551162219
2609q,dmin,92.43,0.83,4.07,32.128894193972656,0.2807416897840114,0.9096873770527968
2609r,dmax,25.79,0.29,3.36,36.65258587223843,0.0643510624074847,0.2348118391180418
2609r,dmin,91.98,0.7,6.83,35.86954680629572,0.3887302882419788,0.8982722580751061
2609s,dmax,16.75,0.22,3.05,37.32617049916837,0.0806580595107113,0.1579823532372569
2609s,dmin,92.31,-0.64,12.1,42.76235406844336,0.5414598429373403,0.8850238354337077
2609t,dmax,24.23,0.39,3.19,35.32460018019157,0.065604902781069,0.2217657993973924
2609t,dmin,92.39,0.84,4.08,32.06760731817576,0.2804027074655506,0.9092592923570274
2609u,dmax,17.03,0.88,1.58,22.92026265934732,0.0537624358308756,0.1646089405133506
2609u,dmin,91.19,-0.1,3.91,40.67414776226997,0.1940892561201126,0.8925016155281014
2609v,dmax,15.61,1.69,5.0,29.23812881266349,0.1597411455548625,0.1492752516405334
2609v,dmin,91.84,0.36,2.53,34.0301166065733,0.1592695229068948,0.9044202434818464
2609w,dmax,19.86,0.81,3.97,32.85630246634821,0.0996395954291285,0.1841218889984059
2609w,dmin,90.96,0.55,3.29,33.26186417144379,0.1884607212010184,0.8938087405956754
2609x,dmax,17.02,0.28,0.4,19.82156811457577,0.0148527453217294,0.1645995449537683
2609x,dmin,92.06,0.74,1.15,20.90005527611544,0.1037568997086546,0.9112015598950012
2076a,dmax,7.82,0.61,1.71,28.487324203696343,0.0920321137703646,0.0898688107389046
2076a,dmin,91.9,0.51,3.16,33.44055463850293,0.2008709610075847,0.9043933199147376
2076b,dmax,11.5,1.19,2.7,26.017315699110668,0.1126422648297569,0.118698678819942
2076b,dmin,92.08,0.83,2.8,29.219215813000343,0.2020181126934732,0.908420126536372
2076c,dmax,11.58,0.34,1.17,29.542516612937447,0.0455656493917981,0.1194180785531577
2076c,dmin,86.07,2.74,14.88,33.85427752637429,0.4921411837585572,0.8223291285605592
2076d,dmax,15.56,0.35,2.46,34.60380630552584,0.0715439199442299,0.1495314834155368
2076d,dmin,91.88,0.62,4.48,34.35682828063801,0.2722157362566482,0.901856279700375
2076e,dmax,10.41,0.24,2.32,36.09604767193878,0.0868066366952784,0.1081472931495624
2076e,dmin,91.22,-0.63,12.79,42.682541347250606,0.510766545901981,0.8713755599175764
2076f,dmax,13.25,0.09,-0.46,228.55125966931857,0.0116259708728706,0.1344196277701352
2076f,dmin,91.48,-0.58,13.3,42.47675943856552,0.5410901849562778,0.8732816422630715
2076g,dmax,24.12,0.31,5.71,38.54400116463325,0.1134185800856339,0.216052858359401
2076g,dmin,91.11,0.16,7.42,39.06461710545835,0.353163439296842,0.8851951889597303
2076h,dmax,24.86,0.33,1.51,31.65966129902688,0.0323499360242105,0.2299139453084255
2076h,dmin,92.36,-0.66,12.89,42.76746210310483,0.5700443626560406,0.8836964738757471
2076i,dmax,19.88,0.41,4.4,36.8415635853853,0.1037637726039171,0.1823769957649728
2076i,dmin,89.42,0.6,5.36,35.39311624653857,0.2444658934093435,0.8725716882067542
2076j,dmax,14.54,0.32,3.45,36.75649848961871,0.102396490720608,0.1394884059703799
2076j,dmin,91.11,-0.59,12.59,42.553948875586514,0.5013443850260719,0.8707669568876778
2076k,dmax,13.08,0.48,4.58,36.768008359992166,0.1479337496691998,0.1262088425147853
2076k,dmin,89.92,0.4,18.19,40.16398021470326,0.6369937756756306,0.8481266224236768
2076l,dmax,24.7,0.32,2.7,35.32185614183061,0.0545958789004062,0.2264925563464532
2076l,dmin,91.93,0.58,5.58,35.69226277714631,0.324206481768605,0.8999278131666677
2076m,dmax,19.22,0.11,4.59,39.63771037404752,0.1066955640598695,0.1756105351780314
2076m,dmin,90.54,-0.07,6.19,40.31140309694752,0.2773243034143094,0.8806039163183673
2076n,dmax,18.55,0.45,0.38,12.48140304309004,0.0162206067162747,0.1779228267515333
2076n,dmin,92.06,0.87,3.81,31.336489714568813,0.2569769415176593,0.9062590799825342
2076o,dmax,10.18,0.56,3.76,35.038480968009594,0.146853556007635,0.1048605316787643
2076o,dmin,92.11,-0.44,10.36,42.10872797858184,0.4789393254229936,0.8875012630011117
2076p,dmax,16.59,0.61,2.18,30.09012694182354,0.0654397927810574,0.1592125900418401
2076p,dmin,92.57,0.68,1.86,27.247602467101387,0.1516092123207891,0.9152216373487758
2076q,dmax,14.91,0.6,1.58,27.172092381205005,0.0541596921256019,0.1463362028307795
2076q,dmin,91.09,0.64,4.68,34.43702799681847,0.2592016801844177,0.8927131593429742
2076r,dmax,10.68,0.74,1.92,27.20733870902791,0.082351465620557,0.1122545806797182
2076r,dmin,90.94,0.83,4.02,32.048415448652634,0.233986875260826,0.8931781971923195
2076s,dmax,18.01,0.32,2.59,35.245369850238944,0.0669374655995951,0.1695021677254573
2076s,dmin,92.17,0.65,4.55,34.207661448854424,0.286765130111265,0.90506281682313
2076t,dmax,26.03,0.18,2.41,36.84115985503957,0.0455050081089371,0.2382167312928504
2076t,dmin,92.81,1.03,2.76,27.116453482887152,0.2312342463939076,0.917458065469264
2076u,dmax,17.29,0.4,1.86,31.95971765719611,0.0523334841176261,0.1649257874707043
2076u,dmin,91.45,0.63,6.79,36.22630831859476,0.3618758704048561,0.8921806186917196
2076v,dmax,18.34,0.08,4.67,39.9815055966061,0.1120809285574995,0.1680098428813624
2076v,dmin,90.7,-0.33,15.35,41.71674952809485,0.5738441267818629,0.8608085955422378
2076w,dmax,36.43,0.1,-2.79,220.0729206657521,0.0370153309565176,0.3407166093703984
2076w,dmin,94.27,0.52,3.97,34.55685880283124,0.3355162013053009,0.929256342213518
2076x,dmax,33.1,0.53,2.11,30.712858884035143,0.0365007362797111,0.3033838163327507
2076x,dmin,93.24,0.4,6.99,37.58466950676524,0.4415685744441266,0.9108108896615242
2076y,dmax,12.46,2.17,4.78,26.23002331345134,0.1876436205267621,0.1253501591008884
2076y,dmin,91.41,0.46,2.79,33.2890651065473,0.1690993045798856,0.8994923193322628
2076z,dmax,24.0,0.96,4.04,31.693567972795336,0.0892158194442899,0.2199800754015515
2076z,dmin,91.29,0.81,1.93,25.872739913988312,0.1387513113767165,0.9013090902008036
2076aa,dmax,18.81,0.8,-0.59,298.12011732044834,0.0130373026966169,0.1803502705904581
2076aa,dmin,93.01,0.09,4.67,38.8594245708166,0.2928546801830824,0.9119677669538152
2076bb,dmax,17.44,0.84,0.4,4.0680753679777695,0.0239084686436774,0.1697579552303295
2076bb,dmin,93.11,0.04,4.71,39.306520720204674,0.2959950110384953,0.9128022145418356
2076cc,dmax,15.03,1.15,-1.32,273.22766552487496,0.0300229659427145,0.1507357219178076
2076cc,dmin,93.84,0.89,1.0,16.581574089900016,0.1326702563268153,0.9320343596983328
2076dd,dmax,22.33,0.06,-1.13,221.13664990337037,0.0219094204930417,0.2111692249636013
2076dd,dmin,91.94,0.96,4.37,31.65937887414105,0.2860000546863361,0.9041016073009088
2076ee,dmax,10.18,0.69,4.87,35.75726709120761,0.1914566928180796,0.1032350762705385
2076ee,dmin,90.1,2.14,14.37,34.957449621078126,0.6235368372405401,0.8658046780347378
5471a,dmax,23.44,0.11,2.27,37.856226774038646,0.045791591518406,0.2156130361801686
5471a,dmin,86.26,0.6,15.5,39.26484183683948,0.4486926314574841,0.8150047685829641
5471b,dmax,24.25,0.92,8.22,36.97411431906005,0.1686878340479826,0.2141344810124694
5471b,dmin,85.4,1.0,12.65,37.397531094206215,0.3750292563001331,0.8137129619543587
5471c,dmax,25.01,0.1,4.85,39.644376937171046,0.0915586624279792,0.2247529855126928
5471c,dmin,89.59,0.34,7.16,38.00800038289498,0.3043984746449712,0.869591575811856
5471d,dmax,17.4,0.65,2.68,31.34101581650367,0.0760039445926279,0.1652238841080657
5471d,dmin,87.42,0.62,9.29,37.497801952421526,0.3266678861738193,0.8420427723691619
5471e,dmax,30.92,0.46,0.95,24.343269959048087,0.0198634816438713,0.2852592958701523
5471e,dmin,88.67,0.59,12.09,38.475328501699664,0.4391309816676823,0.8494201448449634
5471f,dmax,24.75,0.2,3.92,38.17916850104132,0.0759315990099168,0.2244473308228264
5471f,dmin,88.61,0.67,10.71,37.79453657312416,0.4011998708500953,0.8521930692593274
5471g,dmax,46.46,-0.66,-5.84,213.71713474213288,0.0709122767243084,0.4383936494764848
5471g,dmin,90.16,-0.15,11.11,40.93286679426069,0.4349333890982315,0.8652905934698356
5471h,dmax,13.75,0.53,2.26,31.547824966766427,0.0755887213770286,0.135631590657041
5471h,dmin,89.87,0.84,8.44,36.15415302969927,0.3769582154364844,0.8718451288490858
5471i,dmax,16.43,0.74,3.53,32.65682283534909,0.1023622120726447,0.156006589137994
5471i,dmin,90.14,0.07,7.86,39.6401799820452,0.3343636488973434,0.8731185757753878
984a,dmax,34.58,0.16,-1.7,222.99382408140772,0.022482603192962,0.3220502555058806
984a,dmin,90.84,0.2,16.2,40.35032122690524,0.6260071546047961,0.8623552985951024
984b,dmax,12.93,0.54,2.76,32.978787746389685,0.094180250699344,0.1282466169012547
984b,dmin,90.55,0.07,8.65,39.754033573823904,0.375796492187334,0.8759400847756631
984c,dmax,21.85,0.16,6.96,40.2516980808316,0.147463880770076,0.1937006960865125
984c,dmin,91.0,-0.8,14.73,43.12154648897263,0.5509345563577706,0.8637950787753523
984d,dmax,25.93,0.31,6.99,39.19769487180628,0.1305960749364999,0.2294404392932528
984d,dmin,89.07,0.44,20.73,40.46695019465688,0.653495197217692,0.8326306377585677
984e,dmax,28.29,0.51,7.71,38.41042075355284,0.1359993911908947,0.2494991644679116
984e,dmin,90.56,-0.01,9.01,40.17827161029766,0.3855309447317565,0.8749479203410775
984f,dmax,16.64,-0.07,2.16,41.32028307551326,0.0535842374548112,0.1576882366730878
984f,dmin,91.83,0.32,4.38,36.71896245004712,0.2511204063061611,0.9003198624011968
984g,dmax,19.14,0.43,2.58,33.72051022793198,0.0653476305924715,0.1793161370778753
984g,dmin,89.39,0.13,8.67,39.479614538157705,0.342373586658495,0.8632738523301022
984h,dmax,21.2,0.14,1.93,36.86294269505959,0.0427496053494669,0.196994296744982
984h,dmin,91.34,0.43,7.23,37.53431852380106,0.3663207305385018,0.8892213668529674
984i,dmax,19.7,0.21,1.94,35.5642005390805,0.0464728915384974,0.1844415812173809
984i,dmin,92.3,0.13,5.65,38.8132681742452,0.3181252235719578,0.9021281124518316
867a,dmin,91.58,-0.68,5.58,45.364502549929966,0.2534818534015303,0.891045795098895
867a,dmax,24.99,0.33,-3.56,222.2471505437845,0.0613195704609732,0.2386404646807381
867b,dmin,90.36,-0.74,10.86,43.35674817164795,0.4107751938975696,0.8657883882542892
867b,dmax,22.64,0.23,3.78,37.81209736384869,0.07901980147737,0.2064898512877717
867c,dmin,91.94,-0.65,8.27,43.55115845827208,0.3803757670961508,0.8894031277924914
867c,dmax,24.09,0.54,-0.5,285.0530545376192,0.0085269251393514,0.2255860012789315
867d,dmin,92.55,-1.08,9.32,45.475531884767065,0.4272871356640574,0.8922042758439694
867d,dmax,33.05,0.17,-4.7,219.55579113786683,0.0677583870510406,0.3123306335900538
867e,dmin,92.81,-1.1,8.08,46.36635015691479,0.3856887732012083,0.897732365511174
867e,dmax,14.3,0.87,5.1,34.53190754562979,0.1602195668415577,0.1361814822810948
867f,dmin,90.69,-0.57,8.29,43.10203645381182,0.3408853154340061,0.8757840261843237
867f,dmax,35.04,0.34,-5.43,220.59909017121456,0.0730425829111884,0.3323692978540896
867g,dmin,91.86,-0.56,12.98,42.41732647771335,0.551014109751666,0.8783160166818644
867g,dmax,42.24,0.38,5.17,37.22699880452859,0.0652881709845668,0.3828273055525284
867h,dmin,92.23,-1.37,11.5,45.88159773330352,0.4805338598625615,0.8826559690102942
867h,dmax,22.07,0.48,2.83,33.63063499571348,0.0643904463002317,0.2039704938011602
867i,dmin,91.9,-0.62,9.97,42.96797257273101,0.4459290897610566,0.8853333764056309
867i,dmax,14.25,0.71,3.7,33.36753464290439,0.1176852329588534,0.1377922480955044
867j,dmin,89.49,0.6,17.29,39.55834833955652,0.6038224273038392,0.8463007136716801
867j,dmax,22.58,0.05,-2.41,219.3043321485493,0.0475720424675679,0.2151058358620825
867k,dmin,91.68,-0.9,11.46,43.89610223709792,0.4760195680896104,0.8784621850052728
867k,dmax,32.75,0.45,-3.1,225.15196304577745,0.0411227840406101,0.3082745365323677
867l,dmin,90.45,-0.55,16.44,42.36342125860023,0.5818335185057606,0.8546236186058179
867l,dmax,33.9,0.47,-5.99,221.15111278339077,0.0817737419962685,0.3229787312470495
867m,dmin,90.26,0.14,3.23,37.75210291122636,0.1566191733875539,0.8845186912412066
867m,dmax,13.74,0.84,3.54,31.876147509351934,0.1182819378474996,0.1342924870093201
867n,dmin,89.68,0.03,3.73,39.23412498392133,0.1646888978168132,0.8766143825607198
867n,dmax,15.55,0.65,3.0,32.29682633610594,0.0909438259853202,0.149409383053483
867o,dmin,89.98,-0.31,10.82,41.56481531631744,0.4131491893729753,0.863332285008709
867o,dmax,16.89,0.54,1.25,25.731770001731093,0.0403948209897281,0.1629812122461391
867p,dmin,89.59,-2.24,19.13,46.65190893275201,0.5480032754490758,0.8322669679744763
867p,dmax,32.97,-0.1,-4.83,217.1372490738115,0.073030880083004,0.3108179010888239
867q,dmin,92.57,-1.06,9.67,45.20136980291733,0.4432057016779155,0.8917334198917345
867q,dmax,34.68,0.17,-5.88,218.9847287124105,0.0820937963105361,0.3290089558187199
5531a,dmin,90.84,-0.47,6.24,43.18128418683108,0.2707848855112181,0.8822532728201957
5531a,dmax,21.37,0.48,0.97,24.14024563671217,0.0272628724786622,0.2010250139602676
5531b,dmin,90.31,-0.86,9.89,44.14201967541118,0.372822849242691,0.8669277987026334
5531b,dmax,21.04,0.48,1.88,30.664149153621395,0.0467308901182213,0.1967337649515853
5531c,dmin,91.4,-0.91,9.68,44.44810424769014,0.4014472870303046,0.8792872616655683
5531c,dmax,23.13,0.48,0.42,13.001716814375754,0.0149241446757496,0.2170624101820805
5531d,dmin,91.69,-0.97,9.9,44.66247957378448,0.4181133109605005,0.8817878144457667
5531d,dmax,31.05,0.38,-1.88,228.5619946673736,0.0248402369332981,0.2906764852134528
5531e,dmin,92.33,-1.15,8.99,46.05002716190057,0.400991307619754,0.8902046492581674
5531e,dmax,15.94,0.9,2.74,28.870582384622598,0.0865952047280671,0.1537522982227599
5531f,dmin,91.83,-0.52,7.4,43.066035934303045,0.3467407967746227,0.8905775212959698
5531f,dmax,28.92,0.37,0.17,3.7939647115588286,0.0071666577018272,0.268202762416822
5531g,dmin,92.47,-0.45,12.37,42.04253140269259,0.5694530692344216,0.8869235619763323
5531g,dmax,27.34,0.49,4.98,36.56671902497413,0.0916890501019602,0.2461990555576705
5531h,dmin,92.43,-1.35,11.28,45.883035002468944,0.4831097004475087,0.8854528545549336
5531h,dmax,23.16,0.32,0.91,27.668253632375468,0.0223115606122746,0.2160506876487964
5531i,dmin,91.48,-0.59,10.64,42.733950047703786,0.4531308647987604,0.8792870224874851
5531i,dmax,17.06,0.43,1.83,31.33084654719028,0.0525942486812704,0.1631509966625197
5531j,dmin,89.87,0.53,16.53,39.5833422445005,0.6003119175265552,0.8520674118515672
5531j,dmax,21.36,-0.01,1.04,39.886153358601575,0.021699766141839,0.1993310419363943
5531k,dmin,92.24,-0.95,9.85,44.57681941182358,0.4406021749681114,0.8880927252658974
5531k,dmax,28.83,0.27,0.15,6.543520254597809,0.0056949503617703,0.2671039950463727
5531l,dmin,91.09,-0.63,15.69,42.57609299884615,0.589152642157472,0.86318688406626
5531l,dmax,25.11,0.48,1.42,28.13744287880036,0.0323136016959675,0.2327179780583031
5531m,dmin,90.42,0.15,2.9,37.38816396380429,0.1447655802713975,0.8870129861076675
5531m,dmax,15.13,0.77,2.77,30.353349855147652,0.0885154488997005,0.1466904931015209
5531n,dmin,90.23,-0.25,3.23,42.938823552125086,0.141329959128277,0.8826325518545186
5531n,dmax,15.84,0.71,2.66,30.631616376429637,0.0818228952072789,0.1525252927335668
5531o,dmin,90.5,-0.3,10.11,41.52879667054663,0.4090033921366718,0.870719613078974
5531o,dmax,17.36,0.62,2.24,30.18186784286638,0.0649336142977879,0.1655309691613237
5531p,dmin,88.73,-2.02,18.8,46.14625128379356,0.5173396709739696,0.8244255101442578
5531p,dmax,27.61,0.27,-0.04,338.6098791049785,0.0041378496691157,0.2561245761131131
5531q,dmin,92.44,-1.13,9.17,45.8303284271658,0.413878614847407,0.8911128712544041
5531q,dmax,27.11,0.46,0.75,21.526259184868195,0.0186283073847769,0.2513983377279373
4788x,dmax,27.73,0.12,0.93,34.46760233716191,0.0173425464898373,0.2555352814889743
4788x,dmin,93.2,-0.95,7.58,45.75412369392342,0.3885111134600319,0.9037579722222177
4788y,dmax,33.34,-0.03,3.33,40.32067427679954,0.0486744862099616,0.301625981417567
4788y,dmin,92.07,0.3,16.12,40.06240367123081,0.7000722644085208,0.8765827509563879
4788z,dmax,29.34,0.0,3.15,39.96140458485803,0.0514564626706469,0.2657904719676401
4788z,dmin,92.02,-0.78,15.06,43.0257381823277,0.613247279300265,0.8744178875091477
4788aa,dmax,30.79,-0.07,4.37,40.9151605423682,0.0679900299222825,0.2764437826570183
4788aa,dmin,93.3,-0.52,8.66,42.71654531167411,0.4674164391995166,0.9042181136942684
4788bb,dmax,11.78,0.55,1.37,26.594909813759894,0.0558597456668909,0.1212893185005753
4788bb,dmin,92.36,-1.09,10.0,45.20892518933084,0.4448902532617137,0.8885474831872293
4788cc,dmax,19.76,0.43,0.8,23.157052680578488,0.0244236805878608,0.1874248421118305
4788cc,dmin,89.59,-0.65,5.59,45.09770158008621,0.2111511984581268,0.8690529443590271
4788dd,dmax,18.06,0.24,1.44,33.398777400428,0.0381930634070245,0.1715429698802711
4788dd,dmin,92.86,-0.66,11.95,42.84724716172394,0.5662142368212968,0.8914109127475812
4788ee,dmax,30.69,0.07,1.72,37.92989154924862,0.02783214332134,0.2806255797190701
4788ee,dmin,92.78,-0.86,11.27,43.75797488852686,0.5258614491509991,0.8912818586848406
4788ll,dmax,31.68,0.55,-0.8,262.44316345717675,0.0098293785374448,0.2942250188866998
4788ll,dmin,91.14,-0.88,9.79,44.26357236511217,0.3969899022796743,0.876274465395094
4788mm,dmax,33.72,0.16,-4.01,219.9098363478372,0.056635858556247,0.3175209106250753
4788mm,dmin,85.26,-1.79,22.37,45.26475007343527,0.4897921123019131,0.7784965914329935
4788pp,dmax,25.24,0.27,2.01,34.57513594909062,0.0403875213667197,0.2322281612463399
4788pp,dmin,93.54,-0.89,9.15,44.5285393301246,0.4809055036878474,0.9043638878187428
4788qq,dmax,27.1,0.03,2.13,39.14716798284053,0.0374393987482241,0.2476701970694289
4788qq,dmin,91.78,-0.75,9.14,43.81144388403544,0.4034555481398383,0.88532634185129
4979,,95.99,0.56,-1.22,246.9820713283483,0.1233554878196828,0.9587105342240853
115,,95.82,-0.75,2.05,59.99541280266829,0.1539847837088977,0.9455014747254564
151,,95.26,0.92,-1.8,250.58614165994948,0.1601982982794401,0.9523388310531612
155,,95.84,-0.82,1.72,68.11238286813511,0.1377309356143267,0.9470938392214564
156,,95.57,-0.58,1.52,61.07709474630449,0.1128434383076965,0.9445669881095646
258,,95.8,-0.83,2.17,61.28014900797399,0.1619964324586846,0.9448973515167152
272,,95.11,0.41,-0.17,323.7551654132595,0.0336861876918507,0.9455942305586622
2159,,93.38,0.83,1.65,23.878457076977497,0.1649217898232943,0.9253166943078676
2160,,92.83,0.78,1.74,25.16121979200909,0.1550793214651144,0.9187749660149578
2180,,92.76,0.98,2.02,24.309858151079425,0.1820392726635075,0.9182214285722374
86,,96.36,1.12,-0.97,289.0176260204217,0.1267942254254236,0.9612661033005364
169,,94.82,-0.22,2.64,43.13402491617359,0.2110418540627512,0.93521198973924
173,,94.97,-0.15,2.01,42.6501493871059,0.1707686183546864,0.938466529536096
257,,92.65,1.65,5.26,28.940631855214804,0.3999369276143208,0.9128584872435304
2365,,94.08,0.87,1.55,22.59236745968832,0.1797423073240471,0.9335301403984058
4836,,91.58,2.25,14.71,34.829759027354385,0.7291114806669837,0.8818585672227994
171,,94.36,-0.47,5.28,43.70319057511404,0.3531428558319445,0.9235526002114136
